items,support,ordered_statistics
"frozenset({'22921', '22916'})",0.006985128436232537,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22921'}), confidence=0.8288770053475936, lift=110.13641166864133), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22916'}), confidence=0.9281437125748504, lift=110.13641166864133)]"
"frozenset({'22917', '22918'})",0.007886435331230283,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22918'}), confidence=0.9162303664921466, lift=108.14442464074858), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22917'}), confidence=0.9308510638297871, lift=108.14442464074857)]"
"frozenset({'22917', '22919'})",0.007841369986480396,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22919'}), confidence=0.9109947643979058, lift=105.28632198952882), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22917'}), confidence=0.9062500000000001, lift=105.28632198952882)]"
"frozenset({'22917', '22920'})",0.0077963046417305094,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22920'}), confidence=0.905759162303665, lift=105.78313585009646), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22917'}), confidence=0.9105263157894737, lift=105.78313585009646)]"
"frozenset({'22917', '22921'})",0.006985128436232537,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22921'}), confidence=0.8115183246073299, lift=107.8298899583033), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22917'}), confidence=0.9281437125748504, lift=107.82988995830331)]"
"frozenset({'22918', '22919'})",0.0077512392969806216,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22919'}), confidence=0.9148936170212765, lift=105.73692375886525), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22918'}), confidence=0.8958333333333334, lift=105.73692375886525)]"
"frozenset({'22918', '22920'})",0.0077061739522307346,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22920'}), confidence=0.9095744680851063, lift=106.22872340425532), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22918'}), confidence=0.9, lift=106.22872340425532)]"
"frozenset({'22921', '22918'})",0.007030193780982424,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22921'}), confidence=0.8297872340425532, lift=110.25735762517519), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22918'}), confidence=0.9341317365269461, lift=110.25735762517517)]"
"frozenset({'22919', '22920'})",0.00761604326273096,"[OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22920'}), confidence=0.8802083333333334, lift=102.79906798245615), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22919'}), confidence=0.8894736842105263, lift=102.79906798245615)]"
"frozenset({'22921', '22919'})",0.006985128436232537,"[OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22921'}), confidence=0.8072916666666667, lift=107.2682759481038), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22919'}), confidence=0.9281437125748504, lift=107.26827594810382)]"
"frozenset({'22921', '22920'})",0.006669671022983326,"[OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22921'}), confidence=0.7789473684210526, lift=103.50204853450992), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22920'}), confidence=0.8862275449101796, lift=103.50204853450992)]"
"frozenset({'22963', '22962'})",0.007255520504731861,"[OrderedStatistic(items_base=frozenset({'22963'}), items_add=frozenset({'22962'}), confidence=0.7252252252252253, lift=60.27246347471067)]"
"frozenset({'23008', '23007'})",0.004100946372239748,"[OrderedStatistic(items_base=frozenset({'23008'}), items_add=frozenset({'23007'}), confidence=0.7338709677419356, lift=112.30756395995553)]"
"frozenset({'23014', '23012'})",0.005227579990986931,"[OrderedStatistic(items_base=frozenset({'23014'}), items_add=frozenset({'23012'}), confidence=0.7116564417177914, lift=77.79141104294477)]"
"frozenset({'23054', '23052'})",0.0036953582694907615,"[OrderedStatistic(items_base=frozenset({'23054'}), items_add=frozenset({'23052'}), confidence=0.7454545454545454, lift=74.5118755118755)]"
"frozenset({'23126', '23127'})",0.00626408292023434,"[OrderedStatistic(items_base=frozenset({'23127'}), items_add=frozenset({'23126'}), confidence=0.7513513513513514, lift=60.18948190067324)]"
"frozenset({'23126', '23128'})",0.004281207751239297,"[OrderedStatistic(items_base=frozenset({'23128'}), items_add=frozenset({'23126'}), confidence=0.7251908396946565, lift=58.09380769972717)]"
"frozenset({'23171', '23170'})",0.010455159981973862,"[OrderedStatistic(items_base=frozenset({'23171'}), items_add=frozenset({'23170'}), confidence=0.8436363636363636, lift=55.05967914438502)]"
"frozenset({'23172', '23170'})",0.009013068949977467,"[OrderedStatistic(items_base=frozenset({'23172'}), items_add=frozenset({'23170'}), confidence=0.8583690987124464, lift=56.02120676596819)]"
"frozenset({'23171', '23172'})",0.009283461018476791,"[OrderedStatistic(items_base=frozenset({'23171'}), items_add=frozenset({'23172'}), confidence=0.7490909090909091, lift=71.34046039797114), OrderedStatistic(items_base=frozenset({'23172'}), items_add=frozenset({'23171'}), confidence=0.8841201716738197, lift=71.34046039797113)]"
"frozenset({'23174', '23175'})",0.009373591707976567,"[OrderedStatistic(items_base=frozenset({'23174'}), items_add=frozenset({'23175'}), confidence=0.7298245614035088, lift=57.22546649308784), OrderedStatistic(items_base=frozenset({'23175'}), items_add=frozenset({'23174'}), confidence=0.734982332155477, lift=57.22546649308784)]"
"frozenset({'23211', '23210'})",0.003740423614240649,"[OrderedStatistic(items_base=frozenset({'23211'}), items_add=frozenset({'23210'}), confidence=0.7094017094017094, lift=99.6305312128097)]"
"frozenset({'23242', '23241'})",0.005993690851735016,"[OrderedStatistic(items_base=frozenset({'23242'}), items_add=frozenset({'23241'}), confidence=0.7000000000000001, lift=53.747404844290664)]"
"frozenset({'23255', '23254'})",0.004957187922487607,"[OrderedStatistic(items_base=frozenset({'23255'}), items_add=frozenset({'23254'}), confidence=0.7534246575342466, lift=58.86793362917229)]"
"frozenset({'23254', '23256'})",0.009869310500225327,"[OrderedStatistic(items_base=frozenset({'23254'}), items_add=frozenset({'23256'}), confidence=0.7711267605633804, lift=51.54006872560666)]"
"frozenset({'23255', '23256'})",0.00473186119873817,"[OrderedStatistic(items_base=frozenset({'23255'}), items_add=frozenset({'23256'}), confidence=0.7191780821917808, lift=48.067956758541015)]"
"frozenset({'23263', '23265'})",0.00793150067598017,"[OrderedStatistic(items_base=frozenset({'23265'}), items_add=frozenset({'23263'}), confidence=0.7096774193548386, lift=39.96888816112658)]"
"frozenset({'23265', '23266'})",0.008246958089229383,"[OrderedStatistic(items_base=frozenset({'23265'}), items_add=frozenset({'23266'}), confidence=0.7379032258064516, lift=59.542082111436955)]"
"frozenset({'23286', '23285'})",0.005227579990986931,"[OrderedStatistic(items_base=frozenset({'23285'}), items_add=frozenset({'23286'}), confidence=0.8721804511278195, lift=115.89032461393003)]"
"frozenset({'23287', '23286'})",0.004912122577737719,"[OrderedStatistic(items_base=frozenset({'23287'}), items_add=frozenset({'23286'}), confidence=0.7364864864864864, lift=97.8600906295517)]"
"frozenset({'23286', '23288'})",0.004551599819738621,"[OrderedStatistic(items_base=frozenset({'23288'}), items_add=frozenset({'23286'}), confidence=0.7318840579710145, lift=97.2485463854899)]"
"frozenset({'23290', '23289'})",0.005362776025236593,"[OrderedStatistic(items_base=frozenset({'23289'}), items_add=frozenset({'23290'}), confidence=0.8206896551724138, lift=103.4721786833856)]"
"frozenset({'23291', '23289'})",0.005362776025236593,"[OrderedStatistic(items_base=frozenset({'23289'}), items_add=frozenset({'23291'}), confidence=0.8206896551724138, lift=123.88505747126436), OrderedStatistic(items_base=frozenset({'23291'}), items_add=frozenset({'23289'}), confidence=0.8095238095238095, lift=123.88505747126437)]"
"frozenset({'23292', '23290'})",0.005813429472735466,"[OrderedStatistic(items_base=frozenset({'23290'}), items_add=frozenset({'23292'}), confidence=0.7329545454545455, lift=95.6721256684492), OrderedStatistic(items_base=frozenset({'23292'}), items_add=frozenset({'23290'}), confidence=0.7588235294117647, lift=95.6721256684492)]"
"frozenset({'23292', '23291'})",0.005002253267237494,"[OrderedStatistic(items_base=frozenset({'23291'}), items_add=frozenset({'23292'}), confidence=0.7551020408163265, lift=98.56302521008402)]"
"frozenset({'23300', '23301'})",0.021000450653447498,"[OrderedStatistic(items_base=frozenset({'23300'}), items_add=frozenset({'23301'}), confidence=0.7258566978193146, lift=20.999687255033365)]"
"frozenset({'23345', '23346'})",0.004551599819738621,"[OrderedStatistic(items_base=frozenset({'23345'}), items_add=frozenset({'23346'}), confidence=0.7481481481481481, lift=119.43458566480149), OrderedStatistic(items_base=frozenset({'23346'}), items_add=frozenset({'23345'}), confidence=0.7266187050359711, lift=119.43458566480149)]"
"frozenset({'23352', '23351'})",0.0057232987832356915,"[OrderedStatistic(items_base=frozenset({'23352'}), items_add=frozenset({'23351'}), confidence=0.7839506172839505, lift=63.72111427666982)]"
"frozenset({'23368', '23367'})",0.005768364127985579,"[OrderedStatistic(items_base=frozenset({'23368'}), items_add=frozenset({'23367'}), confidence=0.7111111111111111, lift=68.01532567049809)]"
"frozenset({'23388', '23389'})",0.004281207751239297,"[OrderedStatistic(items_base=frozenset({'23388'}), items_add=frozenset({'23389'}), confidence=0.7037037037037037, lift=75.80186983099605)]"
"frozenset({'23390', '23389'})",0.004912122577737719,"[OrderedStatistic(items_base=frozenset({'23390'}), items_add=frozenset({'23389'}), confidence=0.7414965986394557, lift=79.87286176606564)]"
"frozenset({'47590A', '47590B'})",0.011536728255971159,"[OrderedStatistic(items_base=frozenset({'47590A'}), items_add=frozenset({'47590B'}), confidence=0.7150837988826816, lift=43.712698339412405), OrderedStatistic(items_base=frozenset({'47590B'}), items_add=frozenset({'47590A'}), confidence=0.7052341597796143, lift=43.71269833941241)]"
"frozenset({'47599B', '47599A'})",0.003605227579990987,"[OrderedStatistic(items_base=frozenset({'47599B'}), items_add=frozenset({'47599A'}), confidence=0.7272727272727273, lift=111.29780564263324)]"
"frozenset({'82580', '82578'})",0.0077963046417305094,"[OrderedStatistic(items_base=frozenset({'82578'}), items_add=frozenset({'82580'}), confidence=0.7828054298642534, lift=44.7692074450716)]"
"frozenset({'82580', '82581'})",0.010229833258224425,"[OrderedStatistic(items_base=frozenset({'82581'}), items_add=frozenset({'82580'}), confidence=0.739413680781759, lift=42.28760200141039)]"
"frozenset({'84596B', '84596F'})",0.010184767913474538,"[OrderedStatistic(items_base=frozenset({'84596F'}), items_add=frozenset({'84596B'}), confidence=0.7820069204152249, lift=47.9357280773863)]"
"frozenset({'84596B', '84596G'})",0.005858494817485353,"[OrderedStatistic(items_base=frozenset({'84596G'}), items_add=frozenset({'84596B'}), confidence=0.8227848101265822, lift=50.435345129030004)]"
"frozenset({'84596G', '84596F'})",0.00558810274898603,"[OrderedStatistic(items_base=frozenset({'84596G'}), items_add=frozenset({'84596F'}), confidence=0.7848101265822784, lift=60.25929657045245)]"
"frozenset({'84997A', '84997B'})",0.007525912573231185,"[OrderedStatistic(items_base=frozenset({'84997A'}), items_add=frozenset({'84997B'}), confidence=0.7046413502109704, lift=47.52581021635694)]"
"frozenset({'84997D', '84997C'})",0.010319963947724201,"[OrderedStatistic(items_base=frozenset({'84997C'}), items_add=frozenset({'84997D'}), confidence=0.7387096774193549, lift=38.38868323638287)]"
"frozenset({'20675', '20676', '20674'})",0.003740423614240649,"[OrderedStatistic(items_base=frozenset({'20675', '20674'}), items_add=frozenset({'20676'}), confidence=0.7685185185185185, lift=56.65590008613265), OrderedStatistic(items_base=frozenset({'20676', '20674'}), items_add=frozenset({'20675'}), confidence=0.7904761904761904, lift=77.95851851851852)]"
"frozenset({'20675', '20677', '20674'})",0.0035601622352410996,"[OrderedStatistic(items_base=frozenset({'20675', '20674'}), items_add=frozenset({'20677'}), confidence=0.7314814814814815, lift=73.44603653427183), OrderedStatistic(items_base=frozenset({'20677', '20674'}), items_add=frozenset({'20675'}), confidence=0.8876404494382022, lift=87.54107365792758)]"
"frozenset({'20675', '20677', '20676'})",0.004551599819738621,"[OrderedStatistic(items_base=frozenset({'20675', '20677'}), items_add=frozenset({'20676'}), confidence=0.7372262773722628, lift=54.34900695976914), OrderedStatistic(items_base=frozenset({'20677', '20676'}), items_add=frozenset({'20675'}), confidence=0.8015873015873015, lift=79.05432098765431)]"
"frozenset({'20675', '21238', '20676'})",0.003334835511491663,"[OrderedStatistic(items_base=frozenset({'20675', '21238'}), items_add=frozenset({'20676'}), confidence=0.7789473684210526, lift=57.424724602203185)]"
"frozenset({'20675', '21238', '21240'})",0.003515096890491212,"[OrderedStatistic(items_base=frozenset({'20675', '21238'}), items_add=frozenset({'21240'}), confidence=0.8210526315789474, lift=82.81435406698564), OrderedStatistic(items_base=frozenset({'20675', '21240'}), items_add=frozenset({'21238'}), confidence=0.7222222222222222, lift=56.035353535353536)]"
"frozenset({'21239', '20675', '21240'})",0.0034249662009914377,"[OrderedStatistic(items_base=frozenset({'21239', '20675'}), items_add=frozenset({'21240'}), confidence=0.9156626506024097, lift=92.35706462212487), OrderedStatistic(items_base=frozenset({'20675', '21240'}), items_add=frozenset({'21239'}), confidence=0.7037037037037037, lift=76.9220945083014)]"
"frozenset({'20675', '21244', '21240'})",0.003334835511491663,"[OrderedStatistic(items_base=frozenset({'20675', '21244'}), items_add=frozenset({'21240'}), confidence=0.7789473684210526, lift=78.56746411483253), OrderedStatistic(items_base=frozenset({'21244', '21240'}), items_add=frozenset({'20675'}), confidence=0.7474747474747474, lift=73.71762065095398)]"
"frozenset({'21242', '21238', '20676'})",0.004100946372239748,"[OrderedStatistic(items_base=frozenset({'21238', '20676'}), items_add=frozenset({'21242'}), confidence=0.7222222222222223, lift=70.91199606686334), OrderedStatistic(items_base=frozenset({'21242', '20676'}), items_add=frozenset({'21238'}), confidence=0.7583333333333333, lift=58.83712121212121)]"
"frozenset({'21931', '20711', '85099B'})",0.0034249662009914377,"[OrderedStatistic(items_base=frozenset({'21931', '20711'}), items_add=frozenset({'85099B'}), confidence=0.7835051546391752, lift=10.581849897409189)]"
"frozenset({'85099B', '20711', '22386'})",0.003470031545741325,"[OrderedStatistic(items_base=frozenset({'20711', '22386'}), items_add=frozenset({'85099B'}), confidence=0.719626168224299, lift=9.71911422574388)]"
"frozenset({'85099B', '20711', '85099F'})",0.003334835511491663,"[OrderedStatistic(items_base=frozenset({'20711', '85099F'}), items_add=frozenset({'85099B'}), confidence=0.8409090909090909, lift=11.357134952691862)]"
"frozenset({'85099B', '20725', '20712'})",0.005002253267237494,"[OrderedStatistic(items_base=frozenset({'20725', '20712'}), items_add=frozenset({'85099B'}), confidence=0.8043478260869565, lift=10.863346476487868)]"
"frozenset({'22382', '20726', '20712'})",0.0036502929247408744,"[OrderedStatistic(items_base=frozenset({'22382', '20712'}), items_add=frozenset({'20726'}), confidence=0.7168141592920354, lift=18.958410243969325)]"
"frozenset({'21928', '85099B', '20712'})",0.0033799008562415502,"[OrderedStatistic(items_base=frozenset({'21928', '20712'}), items_add=frozenset({'85099B'}), confidence=0.7075471698113208, lift=9.555977905120638)]"
"frozenset({'85099B', '20712', '21929'})",0.004326273095989184,"[OrderedStatistic(items_base=frozenset({'20712', '21929'}), items_add=frozenset({'85099B'}), confidence=0.7058823529411764, lift=9.533493251226234)]"
"frozenset({'21931', '85099B', '20712'})",0.0057232987832356915,"[OrderedStatistic(items_base=frozenset({'21931', '20712'}), items_add=frozenset({'85099B'}), confidence=0.7055555555555556, lift=9.529079596943262)]"
"frozenset({'85099B', '20712', '22384'})",0.0033799008562415502,"[OrderedStatistic(items_base=frozenset({'20712', '22384'}), items_add=frozenset({'85099B'}), confidence=0.7142857142857143, lift=9.646987218502739)]"
"frozenset({'85099B', '20712', '22385'})",0.0046417305092383955,"[OrderedStatistic(items_base=frozenset({'20712', '22385'}), items_add=frozenset({'85099B'}), confidence=0.7103448275862069, lift=9.593762461435137)]"
"frozenset({'85099B', '22386', '20712'})",0.00694006309148265,"[OrderedStatistic(items_base=frozenset({'22386', '20712'}), items_add=frozenset({'85099B'}), confidence=0.7661691542288558, lift=10.347713653279556)]"
"frozenset({'22411', '85099B', '20712'})",0.0045966651644885085,"[OrderedStatistic(items_base=frozenset({'22411', '20712'}), items_add=frozenset({'85099B'}), confidence=0.7083333333333334, lift=9.56659565834855)]"
"frozenset({'85099B', '20712', '85099F'})",0.004957187922487607,"[OrderedStatistic(items_base=frozenset({'20712', '85099F'}), items_add=frozenset({'85099B'}), confidence=0.7638888888888888, lift=10.316916886454317)]"
"frozenset({'85099B', '21928', '20713'})",0.0033799008562415502,"[OrderedStatistic(items_base=frozenset({'21928', '20713'}), items_add=frozenset({'85099B'}), confidence=0.721153846153846, lift=9.73974671098834)]"
"frozenset({'85099B', '85099F', '20713'})",0.004010815682739973,"[OrderedStatistic(items_base=frozenset({'85099F', '20713'}), items_add=frozenset({'85099B'}), confidence=0.7295081967213115, lift=9.852578749388863)]"
"frozenset({'20724', '20719', '20723'})",0.007210455159981974,"[OrderedStatistic(items_base=frozenset({'20719', '20723'}), items_add=frozenset({'20724'}), confidence=0.7407407407407408, lift=21.770909982830513)]"
"frozenset({'20724', '20719', '20725'})",0.005047318611987382,"[OrderedStatistic(items_base=frozenset({'20719', '20725'}), items_add=frozenset({'20724'}), confidence=0.7272727272727273, lift=21.375075255869955)]"
"frozenset({'20724', '20719', '22356'})",0.00694006309148265,"[OrderedStatistic(items_base=frozenset({'20719', '22356'}), items_add=frozenset({'20724'}), confidence=0.7777777777777778, lift=22.859455481972038)]"
"frozenset({'20724', '20719', '22384'})",0.0033799008562415502,"[OrderedStatistic(items_base=frozenset({'20719', '22384'}), items_add=frozenset({'20724'}), confidence=0.75, lift=22.043046357615893)]"
"frozenset({'20724', '20719', '22661'})",0.005317710680486706,"[OrderedStatistic(items_base=frozenset({'20719', '22661'}), items_add=frozenset({'20724'}), confidence=0.7283950617283951, lift=21.40806148311667)]"
"frozenset({'85099B', '20724', '20719'})",0.005002253267237494,"[OrderedStatistic(items_base=frozenset({'85099B', '20719'}), items_add=frozenset({'20724'}), confidence=0.7655172413793103, lift=22.499109385704497)]"
"frozenset({'85099B', '20719', '22386'})",0.003515096890491212,"[OrderedStatistic(items_base=frozenset({'20719', '22386'}), items_add=frozenset({'85099B'}), confidence=0.7499999999999999, lift=10.129336579427875)]"
"frozenset({'20724', '20727', '20723'})",0.004957187922487607,"[OrderedStatistic(items_base=frozenset({'20727', '20723'}), items_add=frozenset({'20724'}), confidence=0.7096774193548387, lift=20.857936338389234)]"
