items,support,ordered_statistics
"frozenset({'22919', '22916'})",0.007616043,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22919'}), confidence=0.9037433155080212, lift=104.44825089126559), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22916'}), confidence=0.8802083333333334, lift=104.44825089126559)]"
"frozenset({'22920', '22916'})",0.007661109,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22920'}), confidence=0.9090909090909091, lift=106.17224880382776), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22916'}), confidence=0.8947368421052632, lift=106.17224880382774)]"
"frozenset({'22921', '22916'})",0.006985128,"[OrderedStatistic(items_base=frozenset({'22916'}), items_add=frozenset({'22921'}), confidence=0.8288770053475936, lift=110.13641166864133), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22916'}), confidence=0.9281437125748504, lift=110.13641166864133)]"
"frozenset({'22917', '22918'})",0.007886435,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22918'}), confidence=0.9162303664921466, lift=108.14442464074858), OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22917'}), confidence=0.9308510638297871, lift=108.14442464074857)]"
"frozenset({'22917', '22919'})",0.00784137,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22919'}), confidence=0.9109947643979058, lift=105.28632198952882), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22917'}), confidence=0.9062500000000001, lift=105.28632198952882)]"
"frozenset({'22917', '22920'})",0.007796305,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22920'}), confidence=0.905759162303665, lift=105.78313585009646), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22917'}), confidence=0.9105263157894737, lift=105.78313585009646)]"
"frozenset({'22917', '22921'})",0.006985128,"[OrderedStatistic(items_base=frozenset({'22917'}), items_add=frozenset({'22921'}), confidence=0.8115183246073299, lift=107.8298899583033), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22917'}), confidence=0.9281437125748504, lift=107.82988995830331)]"
"frozenset({'22918', '22919'})",0.007751239,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22919'}), confidence=0.9148936170212765, lift=105.73692375886525), OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22918'}), confidence=0.8958333333333334, lift=105.73692375886525)]"
"frozenset({'22918', '22920'})",0.007706174,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22920'}), confidence=0.9095744680851063, lift=106.22872340425532), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22918'}), confidence=0.9, lift=106.22872340425532)]"
"frozenset({'22921', '22918'})",0.007030194,"[OrderedStatistic(items_base=frozenset({'22918'}), items_add=frozenset({'22921'}), confidence=0.8297872340425532, lift=110.25735762517519), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22918'}), confidence=0.9341317365269461, lift=110.25735762517517)]"
"frozenset({'22919', '22920'})",0.007616043,"[OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22920'}), confidence=0.8802083333333334, lift=102.79906798245615), OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22919'}), confidence=0.8894736842105263, lift=102.79906798245615)]"
"frozenset({'22921', '22919'})",0.006985128,"[OrderedStatistic(items_base=frozenset({'22919'}), items_add=frozenset({'22921'}), confidence=0.8072916666666667, lift=107.2682759481038), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22919'}), confidence=0.9281437125748504, lift=107.26827594810382)]"
"frozenset({'22921', '22920'})",0.006669671,"[OrderedStatistic(items_base=frozenset({'22920'}), items_add=frozenset({'22921'}), confidence=0.7789473684210526, lift=103.50204853450992), OrderedStatistic(items_base=frozenset({'22921'}), items_add=frozenset({'22920'}), confidence=0.8862275449101796, lift=103.50204853450992)]"
"frozenset({'22963', '22962'})",0.007255521,"[OrderedStatistic(items_base=frozenset({'22963'}), items_add=frozenset({'22962'}), confidence=0.7252252252252253, lift=60.27246347471067)]"
"frozenset({'23014', '23012'})",0.00522758,"[OrderedStatistic(items_base=frozenset({'23014'}), items_add=frozenset({'23012'}), confidence=0.7116564417177914, lift=77.79141104294477)]"
"frozenset({'23126', '23127'})",0.006264083,"[OrderedStatistic(items_base=frozenset({'23127'}), items_add=frozenset({'23126'}), confidence=0.7513513513513514, lift=60.18948190067324)]"
"frozenset({'23171', '23170'})",0.01045516,"[OrderedStatistic(items_base=frozenset({'23171'}), items_add=frozenset({'23170'}), confidence=0.8436363636363636, lift=55.05967914438502)]"
"frozenset({'23172', '23170'})",0.009013069,"[OrderedStatistic(items_base=frozenset({'23172'}), items_add=frozenset({'23170'}), confidence=0.8583690987124464, lift=56.02120676596819)]"
"frozenset({'23171', '23172'})",0.009283461,"[OrderedStatistic(items_base=frozenset({'23171'}), items_add=frozenset({'23172'}), confidence=0.7490909090909091, lift=71.34046039797114), OrderedStatistic(items_base=frozenset({'23172'}), items_add=frozenset({'23171'}), confidence=0.8841201716738197, lift=71.34046039797113)]"
"frozenset({'23174', '23175'})",0.009373592,"[OrderedStatistic(items_base=frozenset({'23174'}), items_add=frozenset({'23175'}), confidence=0.7298245614035088, lift=57.22546649308784), OrderedStatistic(items_base=frozenset({'23175'}), items_add=frozenset({'23174'}), confidence=0.734982332155477, lift=57.22546649308784)]"
"frozenset({'23242', '23241'})",0.005993691,"[OrderedStatistic(items_base=frozenset({'23242'}), items_add=frozenset({'23241'}), confidence=0.7000000000000001, lift=53.747404844290664)]"
"frozenset({'23254', '23256'})",0.009869311,"[OrderedStatistic(items_base=frozenset({'23254'}), items_add=frozenset({'23256'}), confidence=0.7711267605633804, lift=51.54006872560666)]"
"frozenset({'23263', '23265'})",0.007931501,"[OrderedStatistic(items_base=frozenset({'23265'}), items_add=frozenset({'23263'}), confidence=0.7096774193548386, lift=39.96888816112658)]"
"frozenset({'23265', '23266'})",0.008246958,"[OrderedStatistic(items_base=frozenset({'23265'}), items_add=frozenset({'23266'}), confidence=0.7379032258064516, lift=59.542082111436955)]"
"frozenset({'23286', '23285'})",0.00522758,"[OrderedStatistic(items_base=frozenset({'23285'}), items_add=frozenset({'23286'}), confidence=0.8721804511278195, lift=115.89032461393003)]"
"frozenset({'23290', '23289'})",0.005362776,"[OrderedStatistic(items_base=frozenset({'23289'}), items_add=frozenset({'23290'}), confidence=0.8206896551724138, lift=103.4721786833856)]"
"frozenset({'23291', '23289'})",0.005362776,"[OrderedStatistic(items_base=frozenset({'23289'}), items_add=frozenset({'23291'}), confidence=0.8206896551724138, lift=123.88505747126436), OrderedStatistic(items_base=frozenset({'23291'}), items_add=frozenset({'23289'}), confidence=0.8095238095238095, lift=123.88505747126437)]"
"frozenset({'23292', '23290'})",0.005813429,"[OrderedStatistic(items_base=frozenset({'23290'}), items_add=frozenset({'23292'}), confidence=0.7329545454545455, lift=95.6721256684492), OrderedStatistic(items_base=frozenset({'23292'}), items_add=frozenset({'23290'}), confidence=0.7588235294117647, lift=95.6721256684492)]"
"frozenset({'23292', '23291'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'23291'}), items_add=frozenset({'23292'}), confidence=0.7551020408163265, lift=98.56302521008402)]"
"frozenset({'23300', '23301'})",0.021000451,"[OrderedStatistic(items_base=frozenset({'23300'}), items_add=frozenset({'23301'}), confidence=0.7258566978193146, lift=20.999687255033365)]"
"frozenset({'23352', '23351'})",0.005723299,"[OrderedStatistic(items_base=frozenset({'23352'}), items_add=frozenset({'23351'}), confidence=0.7839506172839505, lift=63.72111427666982)]"
"frozenset({'23368', '23367'})",0.005768364,"[OrderedStatistic(items_base=frozenset({'23368'}), items_add=frozenset({'23367'}), confidence=0.7111111111111111, lift=68.01532567049809)]"
"frozenset({'47590A', '47590B'})",0.011536728,"[OrderedStatistic(items_base=frozenset({'47590A'}), items_add=frozenset({'47590B'}), confidence=0.7150837988826816, lift=43.712698339412405), OrderedStatistic(items_base=frozenset({'47590B'}), items_add=frozenset({'47590A'}), confidence=0.7052341597796143, lift=43.71269833941241)]"
"frozenset({'82580', '82578'})",0.007796305,"[OrderedStatistic(items_base=frozenset({'82578'}), items_add=frozenset({'82580'}), confidence=0.7828054298642534, lift=44.7692074450716)]"
"frozenset({'82580', '82581'})",0.010229833,"[OrderedStatistic(items_base=frozenset({'82581'}), items_add=frozenset({'82580'}), confidence=0.739413680781759, lift=42.28760200141039)]"
"frozenset({'84596B', '84596F'})",0.010184768,"[OrderedStatistic(items_base=frozenset({'84596F'}), items_add=frozenset({'84596B'}), confidence=0.7820069204152249, lift=47.9357280773863)]"
"frozenset({'84596B', '84596G'})",0.005858495,"[OrderedStatistic(items_base=frozenset({'84596G'}), items_add=frozenset({'84596B'}), confidence=0.8227848101265822, lift=50.435345129030004)]"
"frozenset({'84596G', '84596F'})",0.005588103,"[OrderedStatistic(items_base=frozenset({'84596G'}), items_add=frozenset({'84596F'}), confidence=0.7848101265822784, lift=60.25929657045245)]"
"frozenset({'84997A', '84997B'})",0.007525913,"[OrderedStatistic(items_base=frozenset({'84997A'}), items_add=frozenset({'84997B'}), confidence=0.7046413502109704, lift=47.52581021635694)]"
"frozenset({'84997D', '84997C'})",0.010319964,"[OrderedStatistic(items_base=frozenset({'84997C'}), items_add=frozenset({'84997D'}), confidence=0.7387096774193549, lift=38.38868323638287)]"
"frozenset({'85099B', '20725', '20712'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'20725', '20712'}), items_add=frozenset({'85099B'}), confidence=0.8043478260869565, lift=10.863346476487868)]"
"frozenset({'21931', '85099B', '20712'})",0.005723299,"[OrderedStatistic(items_base=frozenset({'21931', '20712'}), items_add=frozenset({'85099B'}), confidence=0.7055555555555556, lift=9.529079596943262)]"
"frozenset({'85099B', '22386', '20712'})",0.006940063,"[OrderedStatistic(items_base=frozenset({'22386', '20712'}), items_add=frozenset({'85099B'}), confidence=0.7661691542288558, lift=10.347713653279556)]"
"frozenset({'20724', '20719', '20723'})",0.007210455,"[OrderedStatistic(items_base=frozenset({'20719', '20723'}), items_add=frozenset({'20724'}), confidence=0.7407407407407408, lift=21.770909982830513)]"
"frozenset({'20724', '20719', '20725'})",0.005047319,"[OrderedStatistic(items_base=frozenset({'20719', '20725'}), items_add=frozenset({'20724'}), confidence=0.7272727272727273, lift=21.375075255869955)]"
"frozenset({'20724', '20719', '22356'})",0.006940063,"[OrderedStatistic(items_base=frozenset({'20719', '22356'}), items_add=frozenset({'20724'}), confidence=0.7777777777777778, lift=22.859455481972038)]"
"frozenset({'20724', '20719', '22661'})",0.005317711,"[OrderedStatistic(items_base=frozenset({'20719', '22661'}), items_add=frozenset({'20724'}), confidence=0.7283950617283951, lift=21.40806148311667)]"
"frozenset({'85099B', '20724', '20719'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'85099B', '20719'}), items_add=frozenset({'20724'}), confidence=0.7655172413793103, lift=22.499109385704497)]"
"frozenset({'20724', '22355', '20723'})",0.007931501,"[OrderedStatistic(items_base=frozenset({'22355', '20723'}), items_add=frozenset({'20724'}), confidence=0.7426160337552742, lift=21.826026210635142)]"
"frozenset({'20724', '22356', '20723'})",0.007706174,"[OrderedStatistic(items_base=frozenset({'22356', '20723'}), items_add=frozenset({'20724'}), confidence=0.8066037735849056, lift=23.70667249781332)]"
"frozenset({'20724', '23204', '20723'})",0.005678233,"[OrderedStatistic(items_base=frozenset({'23204', '20723'}), items_add=frozenset({'20724'}), confidence=0.782608695652174, lift=23.001439677512238)]"
"frozenset({'85099B', '20724', '20723'})",0.005678233,"[OrderedStatistic(items_base=frozenset({'85099B', '20723'}), items_add=frozenset({'20724'}), confidence=0.7777777777777778, lift=22.859455481972038)]"
"frozenset({'20724', '22355', '20725'})",0.006219018,"[OrderedStatistic(items_base=frozenset({'22355', '20725'}), items_add=frozenset({'20724'}), confidence=0.7113402061855669, lift=20.906806854646)]"
"frozenset({'22356', '20724', '20725'})",0.005858495,"[OrderedStatistic(items_base=frozenset({'22356', '20725'}), items_add=frozenset({'20724'}), confidence=0.7692307692307692, lift=22.608252674477836)]"
"frozenset({'20724', '22355', '22356'})",0.00784137,"[OrderedStatistic(items_base=frozenset({'22355', '22356'}), items_add=frozenset({'20724'}), confidence=0.75, lift=22.043046357615893)]"
"frozenset({'20724', '22356', '22384'})",0.005407841,"[OrderedStatistic(items_base=frozenset({'22356', '22384'}), items_add=frozenset({'20724'}), confidence=0.7643312101910829, lift=22.464251065086263)]"
"frozenset({'20724', '22386', '22356'})",0.005047319,"[OrderedStatistic(items_base=frozenset({'22386', '22356'}), items_add=frozenset({'20724'}), confidence=0.7671232876712328, lift=22.546312256191598)]"
"frozenset({'20724', '22661', '22356'})",0.005543037,"[OrderedStatistic(items_base=frozenset({'22661', '22356'}), items_add=frozenset({'20724'}), confidence=0.8367346938775511, lift=24.592242194891202)]"
"frozenset({'20724', '22356', '23204'})",0.005678233,"[OrderedStatistic(items_base=frozenset({'23204', '22356'}), items_add=frozenset({'20724'}), confidence=0.84, lift=24.6882119205298)]"
"frozenset({'85099B', '20724', '22356'})",0.005993691,"[OrderedStatistic(items_base=frozenset({'85099B', '22356'}), items_add=frozenset({'20724'}), confidence=0.8109756097560976, lift=23.835163947665965)]"
"frozenset({'85099B', '20724', '22386'})",0.005813429,"[OrderedStatistic(items_base=frozenset({'20724', '22386'}), items_add=frozenset({'85099B'}), confidence=0.7724550898203594, lift=10.432610129710149)]"
"frozenset({'22383', '20726', '20725'})",0.011626859,"[OrderedStatistic(items_base=frozenset({'22383', '20726'}), items_add=frozenset({'20725'}), confidence=0.7049180327868853, lift=11.76100086281277)]"
"frozenset({'20726', '20725', '22384'})",0.010815683,"[OrderedStatistic(items_base=frozenset({'20726', '22384'}), items_add=frozenset({'20725'}), confidence=0.7430340557275542, lift=12.396936613980772)]"
"frozenset({'85099B', '20726', '20725'})",0.006173952,"[OrderedStatistic(items_base=frozenset({'85099B', '20726'}), items_add=frozenset({'20725'}), confidence=0.7365591397849462, lift=12.288907753254103)]"
"frozenset({'21930', '20725', '20727'})",0.005092384,"[OrderedStatistic(items_base=frozenset({'20725', '21930'}), items_add=frozenset({'20727'}), confidence=0.7583892617449665, lift=15.683744378490966)]"
"frozenset({'21928', '85099B', '20725'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'21928', '20725'}), items_add=frozenset({'85099B'}), confidence=0.7350993377483444, lift=9.928091481823348)]"
"frozenset({'85099B', '20725', '21929'})",0.00522758,"[OrderedStatistic(items_base=frozenset({'20725', '21929'}), items_add=frozenset({'85099B'}), confidence=0.729559748427673, lift=9.853274995502169)]"
"frozenset({'22383', '20725', '22384'})",0.012753493,"[OrderedStatistic(items_base=frozenset({'22383', '22384'}), items_add=frozenset({'20725'}), confidence=0.7004950495049506, lift=11.687206878582597)]"
"frozenset({'22662', '20725', '22384'})",0.008066697,"[OrderedStatistic(items_base=frozenset({'22662', '22384'}), items_add=frozenset({'20725'}), confidence=0.7584745762711864, lift=12.654549509366635)]"
"frozenset({'23208', '20725', '22384'})",0.006354214,"[OrderedStatistic(items_base=frozenset({'23208', '22384'}), items_add=frozenset({'20725'}), confidence=0.7121212121212122, lift=11.881180223285487)]"
"frozenset({'85099B', '22386', '20725'})",0.008382154,"[OrderedStatistic(items_base=frozenset({'22386', '20725'}), items_add=frozenset({'85099B'}), confidence=0.7782426778242678, lift=10.510776032209678)]"
"frozenset({'23199', '23206', '20725'})",0.006399279,"[OrderedStatistic(items_base=frozenset({'23199', '20725'}), items_add=frozenset({'23206'}), confidence=0.7135678391959799, lift=18.034248692208195)]"
"frozenset({'23203', '23209', '20725'})",0.009013069,"[OrderedStatistic(items_base=frozenset({'23203', '20725'}), items_add=frozenset({'23209'}), confidence=0.7662835249042145, lift=16.719598247418404)]"
"frozenset({'85099B', '20725', '85099F'})",0.005633168,"[OrderedStatistic(items_base=frozenset({'20725', '85099F'}), items_add=frozenset({'85099B'}), confidence=0.7352941176470589, lift=9.930722136693996)]"
"frozenset({'22662', '20726', '22382'})",0.008427219,"[OrderedStatistic(items_base=frozenset({'22662', '20726'}), items_add=frozenset({'22382'}), confidence=0.7391304347826088, lift=16.38491942839769)]"
"frozenset({'21930', '22384', '20727'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'22384', '21930'}), items_add=frozenset({'20727'}), confidence=0.7655172413793103, lift=15.83115338882283)]"
"frozenset({'23208', '22384', '20727'})",0.006309148,"[OrderedStatistic(items_base=frozenset({'23208', '22384'}), items_add=frozenset({'20727'}), confidence=0.707070707070707, lift=14.622459450045655)]"
"frozenset({'23203', '23209', '20727'})",0.006894998,"[OrderedStatistic(items_base=frozenset({'23203', '20727'}), items_add=frozenset({'23209'}), confidence=0.7427184466019418, lift=16.205430019761145)]"
"frozenset({'21931', '22383', '20728'})",0.005543037,"[OrderedStatistic(items_base=frozenset({'21931', '20728'}), items_add=frozenset({'22383'}), confidence=0.702857142857143, lift=14.672060206961433)]"
"frozenset({'21086', '21094', '21080'})",0.007976566,"[OrderedStatistic(items_base=frozenset({'21086', '21080'}), items_add=frozenset({'21094'}), confidence=0.9218750000000001, lift=62.94278846153847), OrderedStatistic(items_base=frozenset({'21094', '21080'}), items_add=frozenset({'21086'}), confidence=0.7729257641921398, lift=60.17972879797748), OrderedStatistic(items_base=frozenset({'21086', '21094'}), items_add=frozenset({'21080'}), confidence=0.75, lift=22.673705722070846)]"
"frozenset({'21121', '21122', '21124'})",0.005497972,"[OrderedStatistic(items_base=frozenset({'21121', '21122'}), items_add=frozenset({'21124'}), confidence=0.7134502923976608, lift=68.83244342740909), OrderedStatistic(items_base=frozenset({'21121', '21124'}), items_add=frozenset({'21122'}), confidence=0.8652482269503545, lift=62.54025457989697)]"
"frozenset({'21212', '21213', '84991'})",0.005588103,"[OrderedStatistic(items_base=frozenset({'21213', '84991'}), items_add=frozenset({'21212'}), confidence=0.7005649717514124, lift=14.933272548668436)]"
"frozenset({'21670', '21668', '21669'})",0.006309148,"[OrderedStatistic(items_base=frozenset({'21670', '21668'}), items_add=frozenset({'21669'}), confidence=0.8284023668639053, lift=50.920356013047254), OrderedStatistic(items_base=frozenset({'21670', '21669'}), items_add=frozenset({'21668'}), confidence=0.7650273224043715, lift=49.49258391881342)]"
"frozenset({'21671', '21668', '21669'})",0.006309148,"[OrderedStatistic(items_base=frozenset({'21671', '21668'}), items_add=frozenset({'21669'}), confidence=0.7608695652173912, lift=46.769240033722745), OrderedStatistic(items_base=frozenset({'21671', '21669'}), items_add=frozenset({'21668'}), confidence=0.8235294117647058, lift=53.27731092436974)]"
"frozenset({'21668', '21669', '21672'})",0.006038756,"[OrderedStatistic(items_base=frozenset({'21668', '21672'}), items_add=frozenset({'21669'}), confidence=0.7322404371584699, lift=45.009460666333645), OrderedStatistic(items_base=frozenset({'21669', '21672'}), items_add=frozenset({'21668'}), confidence=0.8170731707317074, lift=52.85963165754107)]"
"frozenset({'21668', '21669', '21673'})",0.005497972,"[OrderedStatistic(items_base=frozenset({'21668', '21673'}), items_add=frozenset({'21669'}), confidence=0.8079470198675497, lift=49.66300379739869), OrderedStatistic(items_base=frozenset({'21669', '21673'}), items_add=frozenset({'21668'}), confidence=0.7721518987341772, lift=49.953500387496774)]"
"frozenset({'21670', '21671', '21668'})",0.005768364,"[OrderedStatistic(items_base=frozenset({'21670', '21668'}), items_add=frozenset({'21671'}), confidence=0.7573964497041421, lift=57.36050245370277), OrderedStatistic(items_base=frozenset({'21670', '21671'}), items_add=frozenset({'21668'}), confidence=0.7529411764705882, lift=48.71068427370948)]"
"frozenset({'21670', '21668', '21672'})",0.005317711,"[OrderedStatistic(items_base=frozenset({'21670', '21672'}), items_add=frozenset({'21668'}), confidence=0.7919463087248322, lift=51.2340775236269)]"
"frozenset({'21671', '21668', '21672'})",0.005723299,"[OrderedStatistic(items_base=frozenset({'21671', '21672'}), items_add=frozenset({'21668'}), confidence=0.7470588235294117, lift=48.33013205282112)]"
"frozenset({'21673', '21668', '21672'})",0.005092384,"[OrderedStatistic(items_base=frozenset({'21668', '21673'}), items_add=frozenset({'21672'}), confidence=0.7483443708609272, lift=52.88459104905724), OrderedStatistic(items_base=frozenset({'21673', '21672'}), items_add=frozenset({'21668'}), confidence=0.743421052631579, lift=48.09479054779807)]"
"frozenset({'21670', '21671', '21669'})",0.005768364,"[OrderedStatistic(items_base=frozenset({'21671', '21669'}), items_add=frozenset({'21670'}), confidence=0.7529411764705882, lift=56.44515103338633), OrderedStatistic(items_base=frozenset({'21670', '21671'}), items_add=frozenset({'21669'}), confidence=0.7529411764705882, lift=46.281896692194884)]"
"frozenset({'21670', '21669', '21672'})",0.005092384,"[OrderedStatistic(items_base=frozenset({'21670', '21672'}), items_add=frozenset({'21669'}), confidence=0.7583892617449665, lift=46.61678038260611)]"
"frozenset({'21670', '21669', '21673'})",0.005317711,"[OrderedStatistic(items_base=frozenset({'21669', '21673'}), items_add=frozenset({'21670'}), confidence=0.7468354430379747, lift=55.98742730071844), OrderedStatistic(items_base=frozenset({'21670', '21673'}), items_add=frozenset({'21669'}), confidence=0.7375, lift=45.33275623268698)]"
"frozenset({'21673', '21669', '21672'})",0.005002253,"[OrderedStatistic(items_base=frozenset({'21669', '21673'}), items_add=frozenset({'21672'}), confidence=0.7025316455696202, lift=49.6470611948722), OrderedStatistic(items_base=frozenset({'21673', '21672'}), items_add=frozenset({'21669'}), confidence=0.7302631578947368, lift=44.88792097973465)]"
"frozenset({'21670', '21671', '21672'})",0.005497972,"[OrderedStatistic(items_base=frozenset({'21670', '21671'}), items_add=frozenset({'21672'}), confidence=0.7176470588235293, lift=50.715249156987625), OrderedStatistic(items_base=frozenset({'21670', '21672'}), items_add=frozenset({'21671'}), confidence=0.8187919463087248, lift=62.0102160020157), OrderedStatistic(items_base=frozenset({'21671', '21672'}), items_add=frozenset({'21670'}), confidence=0.7176470588235293, lift=53.79928457869634)]"
